recruitment_fact_id,candidate_id,job_role_id,application_date,recruitment_source,stage,interview_score,offer_status,hired_flag,time_to_hire_days,score_band,fast_hire_flag,time_to_hire_category,high_quality_candidate,offer_accepted,hiring_efficiency_score,source_rank,candidate_status,hiring_delay_flag
10078,CAND010078,33,2025-09-16,AGENCY,APPLIED,1.18,REJECTED,0,19,Poor,0,Normal,0,0,98.7,4.0,Rejected,0
10079,CAND010079,50,2023-11-18,REFERRAL,INTERVIEW,3.35,HOLD,0,14,Good,1,Fast,0,0,100.0,2.0,On Hold,0
10080,CAND010080,66,2024-12-10,REFERRAL,INTERVIEW,4.73,REJECTED,0,20,Excellent,0,Normal,1,0,100.0,2.0,Rejected,0
10081,CAND010081,20,2025-05-10,NAUKRI,INTERVIEW,2.88,HOLD,0,7,Average,1,Fast,0,0,100.0,6.0,On Hold,0
10082,CAND010082,85,2023-10-06,AGENCY,APPLIED,1.42,REJECTED,0,33,Poor,0,Slow,0,0,88.3,4.0,Rejected,1
10083,CAND010083,4,2025-05-25,COMPANY WEBSITE,INTERVIEW,2.98,HOLD,0,52,Average,0,Slow,0,0,92.7,3.0,On Hold,1
10084,CAND010084,73,2023-12-04,AGENCY,INTERVIEW,4.27,HOLD,0,9,Excellent,1,Fast,1,0,100.0,4.0,On Hold,0
10085,CAND010085,7,2024-10-26,REFERRAL,INTERVIEW,3.91,HOLD,0,46,Good,0,Slow,0,0,100.0,2.0,On Hold,1
10086,CAND010086,21,2025-04-05,CAMPUS,INTERVIEW,4.35,REJECTED,0,18,Excellent,0,Normal,1,0,100.0,5.0,Rejected,0
10087,CAND010087,15,2024-12-29,REFERRAL,APPLIED,1.15,HOLD,0,37,Poor,0,Slow,0,0,80.25,2.0,On Hold,1
10088,CAND010088,64,2023-07-06,AGENCY,INTERVIEW,2.41,REJECTED,0,18,Average,0,Normal,0,0,100.0,4.0,Rejected,0
10089,CAND010089,80,2024-10-01,LINKEDIN,INTERVIEW,2.07,REJECTED,0,46,Average,0,Slow,0,0,85.05,1.0,Rejected,1
10090,CAND010090,45,2025-06-17,CAMPUS,APPLIED,1.22,REJECTED,0,35,Poor,0,Slow,0,0,83.3,5.0,Rejected,1
10091,CAND010091,55,2023-04-07,NAUKRI,HIRED,1.04,OFFERED,1,41,Poor,0,Slow,0,1,74.6,6.0,Hired,1
10092,CAND010092,96,2025-12-25,COMPANY WEBSITE,INTERVIEW,4.62,REJECTED,0,20,Excellent,0,Normal,1,0,100.0,3.0,Rejected,0
10093,CAND010093,84,2024-11-18,REFERRAL,APPLIED,1.27,HOLD,0,33,Poor,0,Slow,0,0,86.05,2.0,On Hold,1
10094,CAND010094,9,2023-06-21,COMPANY WEBSITE,INTERVIEW,4.64,REJECTED,0,36,Excellent,0,Slow,1,0,100.0,3.0,Rejected,1
10095,CAND010095,76,2024-08-25,NAUKRI,INTERVIEW,2.65,HOLD,0,46,Average,0,Slow,0,0,93.75,6.0,On Hold,1
10096,CAND010096,81,2024-10-08,LINKEDIN,INTERVIEW,2.79,HOLD,0,38,Average,0,Slow,0,0,100.0,1.0,On Hold,1
10097,CAND010097,59,2023-09-03,CAMPUS,INTERVIEW,3.27,REJECTED,0,39,Good,0,Slow,0,0,100.0,5.0,Rejected,1
10098,CAND010098,41,2024-10-18,CAMPUS,INTERVIEW,4.9,HOLD,0,15,Excellent,1,Fast,1,0,100.0,5.0,On Hold,0
10099,CAND010099,23,2025-11-29,NAUKRI,INTERVIEW,2.67,REJECTED,0,20,Average,0,Normal,0,0,100.0,6.0,Rejected,0
10100,CAND010100,85,2023-02-09,COMPANY WEBSITE,INTERVIEW,2.43,REJECTED,0,22,Average,0,Normal,0,0,100.0,3.0,Rejected,0
10101,CAND010101,50,2023-02-12,COMPANY WEBSITE,APPLIED,1.9,HOLD,0,37,Poor,0,Slow,0,0,91.5,3.0,On Hold,1
10102,CAND010102,71,2023-11-17,REFERRAL,HIRED,3.22,OFFERED,1,40,Good,0,Slow,0,1,100.0,2.0,Hired,1
10103,CAND010103,74,2024-11-18,CAMPUS,INTERVIEW,4.78,HOLD,0,51,Excellent,0,Slow,1,0,100.0,5.0,On Hold,1
10104,CAND010104,5,2023-05-25,NAUKRI,INTERVIEW,4.29,REJECTED,0,29,Excellent,0,Normal,1,0,100.0,6.0,Rejected,0
10105,CAND010105,27,2025-02-12,NAUKRI,APPLIED,1.21,HOLD,0,29,Poor,0,Normal,0,0,89.15,6.0,On Hold,0
10106,CAND010106,93,2023-02-04,NAUKRI,APPLIED,1.05,HOLD,0,36,Poor,0,Slow,0,0,79.75,6.0,On Hold,1
10107,CAND010107,1,2025-12-21,COMPANY WEBSITE,HIRED,4.18,OFFERED,1,58,Excellent,0,Slow,1,1,100.0,3.0,Hired,1
10108,CAND010108,87,2023-02-17,CAMPUS,INTERVIEW,4.24,HOLD,0,20,Excellent,0,Normal,1,0,100.0,5.0,On Hold,0
10109,CAND010109,2,2025-06-06,REFERRAL,APPLIED,1.19,HOLD,0,41,Poor,0,Slow,0,0,76.85,2.0,On Hold,1
10110,CAND010110,25,2025-05-14,LINKEDIN,HIRED,3.7,OFFERED,1,39,Good,0,Slow,0,1,100.0,1.0,Hired,1
10111,CAND010111,13,2023-06-01,AGENCY,INTERVIEW,2.41,HOLD,0,23,Average,0,Normal,0,0,100.0,4.0,On Hold,0
10112,CAND010112,27,2023-11-13,COMPANY WEBSITE,HIRED,4.99,OFFERED,1,32,Excellent,0,Slow,1,1,100.0,3.0,Hired,1
10113,CAND010113,64,2025-07-08,LINKEDIN,INTERVIEW,2.78,REJECTED,0,17,Average,0,Normal,0,0,100.0,1.0,Rejected,0
10114,CAND010114,89,2023-12-26,REFERRAL,APPLIED,1.29,REJECTED,0,22,Poor,0,Normal,0,0,97.35,2.0,Rejected,0
10115,CAND010115,53,2024-01-28,CAMPUS,INTERVIEW,2.52,HOLD,0,41,Average,0,Slow,0,0,96.8,5.0,On Hold,1
10116,CAND010116,71,2024-03-03,AGENCY,INTERVIEW,2.02,HOLD,0,45,Average,0,Slow,0,0,85.3,4.0,On Hold,1
10117,CAND010117,3,2025-08-22,REFERRAL,APPLIED,1.37,REJECTED,0,39,Poor,0,Slow,0,0,81.55,2.0,Rejected,1
10118,CAND010118,37,2025-05-01,NAUKRI,HIRED,1.71,OFFERED,1,13,Poor,1,Fast,0,1,100.0,6.0,Hired,0
10119,CAND010119,50,2023-11-27,CAMPUS,APPLIED,1.33,HOLD,0,16,Poor,0,Normal,0,0,100.0,5.0,On Hold,0
10120,CAND010120,96,2024-09-11,COMPANY WEBSITE,HIRED,4.39,OFFERED,1,56,Excellent,0,Slow,1,1,100.0,3.0,Hired,1
10121,CAND010121,11,2025-07-10,REFERRAL,APPLIED,1.55,REJECTED,0,20,Poor,0,Normal,0,0,100.0,2.0,Rejected,0
10122,CAND010122,67,2023-06-23,LINKEDIN,INTERVIEW,2.68,HOLD,0,46,Average,0,Slow,0,0,94.2,1.0,On Hold,1
10123,CAND010123,45,2024-09-15,AGENCY,HIRED,3.31,OFFERED,1,15,Good,1,Fast,0,1,100.0,4.0,Hired,0
10124,CAND010124,95,2025-12-10,LINKEDIN,INTERVIEW,2.6,REJECTED,0,31,Average,0,Slow,0,0,100.0,1.0,Rejected,1
10125,CAND010125,30,2024-05-31,CAMPUS,INTERVIEW,2.52,HOLD,0,39,Average,0,Slow,0,0,98.8,5.0,On Hold,1
10126,CAND010126,19,2025-12-18,CAMPUS,INTERVIEW,4.54,HOLD,0,11,Excellent,1,Fast,1,0,100.0,5.0,On Hold,0
10127,CAND010127,100,2024-04-06,AGENCY,APPLIED,1.23,HOLD,0,32,Poor,0,Slow,0,0,86.45,4.0,On Hold,1
10128,CAND010128,61,2023-02-01,NAUKRI,INTERVIEW,4.09,REJECTED,0,46,Excellent,0,Slow,1,0,100.0,6.0,Rejected,1
10129,CAND010129,74,2024-11-03,NAUKRI,APPLIED,1.07,REJECTED,0,36,Poor,0,Slow,0,0,80.05,6.0,Rejected,1
10130,CAND010130,85,2023-07-27,LINKEDIN,HIRED,1.73,OFFERED,1,49,Poor,0,Slow,0,1,76.95,1.0,Hired,1
10131,CAND010131,96,2024-05-25,LINKEDIN,INTERVIEW,3.95,HOLD,0,12,Good,1,Fast,0,0,100.0,1.0,On Hold,0
10132,CAND010132,66,2023-11-13,REFERRAL,APPLIED,1.64,REJECTED,0,49,Poor,0,Slow,0,0,75.6,2.0,Rejected,1
10133,CAND010133,13,2025-10-01,LINKEDIN,APPLIED,1.2,HOLD,0,44,Poor,0,Slow,0,0,74.0,1.0,On Hold,1
10134,CAND010134,30,2024-06-14,AGENCY,HIRED,3.57,OFFERED,1,23,Good,0,Normal,0,1,100.0,4.0,Hired,0
10135,CAND010135,59,2024-07-02,COMPANY WEBSITE,HIRED,1.76,OFFERED,1,48,Poor,0,Slow,0,1,78.4,3.0,Hired,1
10136,CAND010136,89,2023-12-02,AGENCY,INTERVIEW,4.0,REJECTED,0,58,Excellent,0,Slow,1,0,100.0,4.0,Rejected,1
10137,CAND010137,21,2023-06-29,CAMPUS,HIRED,3.43,OFFERED,1,48,Good,0,Slow,0,1,100.0,5.0,Hired,1
10138,CAND010138,95,2024-07-17,LINKEDIN,HIRED,4.68,OFFERED,1,59,Excellent,0,Slow,1,1,100.0,1.0,Hired,1
10139,CAND010139,7,2023-05-10,LINKEDIN,INTERVIEW,4.65,REJECTED,0,55,Excellent,0,Slow,1,0,100.0,1.0,Rejected,1
10140,CAND010140,74,2023-02-12,REFERRAL,INTERVIEW,2.37,HOLD,0,43,Average,0,Slow,0,0,92.55000000000001,2.0,On Hold,1
10141,CAND010141,71,2023-06-26,LINKEDIN,INTERVIEW,3.63,REJECTED,0,7,Good,1,Fast,0,0,100.0,1.0,Rejected,0
10142,CAND010142,96,2024-11-19,REFERRAL,INTERVIEW,4.1,HOLD,0,50,Excellent,0,Slow,1,0,100.0,2.0,On Hold,1
10143,CAND010143,97,2023-12-31,COMPANY WEBSITE,HIRED,2.04,OFFERED,1,57,Average,0,Slow,0,1,73.6,3.0,Hired,1
10144,CAND010144,30,2025-12-30,AGENCY,APPLIED,1.05,REJECTED,0,36,Poor,0,Slow,0,0,79.75,4.0,Rejected,1
10145,CAND010145,71,2024-05-06,CAMPUS,INTERVIEW,4.28,HOLD,0,45,Excellent,0,Slow,1,0,100.0,5.0,On Hold,1
10146,CAND010146,66,2023-04-15,COMPANY WEBSITE,INTERVIEW,2.74,REJECTED,0,10,Average,1,Fast,0,0,100.0,3.0,Rejected,0
10147,CAND010147,76,2024-11-28,AGENCY,INTERVIEW,4.58,HOLD,0,46,Excellent,0,Slow,1,0,100.0,4.0,On Hold,1
10148,CAND010148,45,2024-11-18,REFERRAL,HIRED,3.71,OFFERED,1,58,Good,0,Slow,0,1,97.65,2.0,Hired,1
10149,CAND010149,38,2025-07-06,CAMPUS,HIRED,1.69,OFFERED,1,48,Poor,0,Slow,0,1,77.35,5.0,Hired,1
10150,CAND010150,55,2025-11-17,NAUKRI,APPLIED,1.42,REJECTED,0,56,Poor,0,Slow,0,0,65.3,6.0,Rejected,1
10151,CAND010151,65,2024-06-21,AGENCY,HIRED,3.57,OFFERED,1,38,Good,0,Slow,0,1,100.0,4.0,Hired,1
10152,CAND010152,81,2023-02-15,COMPANY WEBSITE,INTERVIEW,3.66,HOLD,0,42,Good,0,Slow,0,0,100.0,3.0,On Hold,1
10153,CAND010153,66,2024-04-03,REFERRAL,HIRED,4.71,OFFERED,1,8,Excellent,1,Fast,1,1,100.0,2.0,Hired,0
10154,CAND010154,19,2025-01-24,AGENCY,APPLIED,1.27,REJECTED,0,43,Poor,0,Slow,0,0,76.05,4.0,Rejected,1
10155,CAND010155,84,2025-07-11,CAMPUS,APPLIED,1.46,REJECTED,0,58,Poor,0,Slow,0,0,63.9,5.0,Rejected,1
10156,CAND010156,95,2024-07-21,LINKEDIN,INTERVIEW,2.88,REJECTED,0,45,Average,0,Slow,0,0,98.19999999999999,1.0,Rejected,1
10157,CAND010157,75,2024-03-23,REFERRAL,APPLIED,1.77,REJECTED,0,15,Poor,1,Fast,0,0,100.0,2.0,Rejected,0
10158,CAND010158,32,2025-04-29,COMPANY WEBSITE,HIRED,4.89,OFFERED,1,16,Excellent,0,Normal,1,1,100.0,3.0,Hired,0
10159,CAND010159,59,2023-07-06,NAUKRI,HIRED,1.21,OFFERED,1,50,Poor,0,Slow,0,1,68.15,6.0,Hired,1
10160,CAND010160,24,2023-04-07,CAMPUS,INTERVIEW,2.62,REJECTED,0,54,Average,0,Slow,0,0,85.30000000000001,5.0,Rejected,1
10161,CAND010161,64,2025-07-04,NAUKRI,INTERVIEW,3.96,HOLD,0,46,Good,0,Slow,0,0,100.0,6.0,On Hold,1
10162,CAND010162,93,2025-05-03,REFERRAL,INTERVIEW,3.95,HOLD,0,32,Good,0,Slow,0,0,100.0,2.0,On Hold,1
10163,CAND010163,86,2023-06-11,REFERRAL,INTERVIEW,4.74,REJECTED,0,30,Excellent,0,Normal,1,0,100.0,2.0,Rejected,0
10164,CAND010164,20,2025-12-07,REFERRAL,APPLIED,1.73,REJECTED,0,48,Poor,0,Slow,0,0,77.95,2.0,Rejected,1
10165,CAND010165,71,2023-06-03,AGENCY,INTERVIEW,2.26,REJECTED,0,40,Average,0,Slow,0,0,93.9,4.0,Rejected,1
10166,CAND010166,74,2024-07-15,CAMPUS,INTERVIEW,4.53,HOLD,0,45,Excellent,0,Slow,1,0,100.0,5.0,On Hold,1
10167,CAND010167,18,2024-11-01,COMPANY WEBSITE,HIRED,1.86,OFFERED,1,59,Poor,0,Slow,0,1,68.9,3.0,Hired,1
10168,CAND010168,17,2025-06-12,LINKEDIN,HIRED,1.42,OFFERED,1,37,Poor,0,Slow,0,1,84.3,1.0,Hired,1
10169,CAND010169,48,2024-11-23,AGENCY,INTERVIEW,2.52,REJECTED,0,56,Average,0,Slow,0,0,81.8,4.0,Rejected,1
10170,CAND010170,87,2024-09-03,CAMPUS,INTERVIEW,4.84,HOLD,0,56,Excellent,0,Slow,1,0,100.0,5.0,On Hold,1
10171,CAND010171,95,2025-08-10,REFERRAL,APPLIED,1.35,REJECTED,0,41,Poor,0,Slow,0,0,79.25,2.0,Rejected,1
10172,CAND010172,66,2025-03-12,LINKEDIN,HIRED,3.66,OFFERED,1,37,Good,0,Slow,0,1,100.0,1.0,Hired,1
10173,CAND010173,41,2025-04-01,LINKEDIN,INTERVIEW,4.2,REJECTED,0,54,Excellent,0,Slow,1,0,100.0,1.0,Rejected,1
10174,CAND010174,84,2024-10-03,CAMPUS,INTERVIEW,3.49,REJECTED,0,24,Good,0,Normal,0,0,100.0,5.0,Rejected,0
10175,CAND010175,44,2024-07-08,COMPANY WEBSITE,APPLIED,1.33,HOLD,0,21,Poor,0,Normal,0,0,98.95,3.0,On Hold,0
10176,CAND010176,81,2023-02-24,LINKEDIN,HIRED,4.22,OFFERED,1,36,Excellent,0,Slow,1,1,100.0,1.0,Hired,1
10177,CAND010177,37,2025-01-15,NAUKRI,HIRED,4.51,OFFERED,1,47,Excellent,0,Slow,1,1,100.0,6.0,Hired,1
10178,CAND010178,91,2025-03-30,AGENCY,INTERVIEW,3.82,HOLD,0,28,Good,0,Normal,0,0,100.0,4.0,On Hold,0
10179,CAND010179,88,2023-06-15,NAUKRI,HIRED,4.98,OFFERED,1,39,Excellent,0,Slow,1,1,100.0,6.0,Hired,1
10180,CAND010180,10,2023-05-20,COMPANY WEBSITE,INTERVIEW,4.34,REJECTED,0,34,Excellent,0,Slow,1,0,100.0,3.0,Rejected,1
10181,CAND010181,16,2023-06-13,AGENCY,HIRED,2.49,OFFERED,1,25,Average,0,Normal,0,1,100.0,4.0,Hired,0
10182,CAND010182,65,2024-08-08,AGENCY,INTERVIEW,3.46,HOLD,0,43,Good,0,Slow,0,0,100.0,4.0,On Hold,1
10183,CAND010183,94,2024-08-22,NAUKRI,INTERVIEW,2.12,HOLD,0,8,Average,1,Fast,0,0,100.0,6.0,On Hold,0
10184,CAND010184,33,2025-02-02,AGENCY,INTERVIEW,2.43,HOLD,0,27,Average,0,Normal,0,0,100.0,4.0,On Hold,0
10185,CAND010185,38,2024-04-27,LINKEDIN,INTERVIEW,2.18,HOLD,0,55,Average,0,Slow,0,0,77.7,1.0,On Hold,1
10186,CAND010186,18,2024-03-07,CAMPUS,APPLIED,1.1,HOLD,0,37,Poor,0,Slow,0,0,79.5,5.0,On Hold,1
10187,CAND010187,61,2023-03-09,LINKEDIN,INTERVIEW,3.01,REJECTED,0,54,Good,0,Slow,0,0,91.15,1.0,Rejected,1
10188,CAND010188,59,2024-05-29,AGENCY,APPLIED,1.04,REJECTED,0,7,Poor,1,Fast,0,0,100.0,4.0,Rejected,0
10189,CAND010189,4,2025-09-11,COMPANY WEBSITE,INTERVIEW,4.16,HOLD,0,18,Excellent,0,Normal,1,0,100.0,3.0,On Hold,0
10190,CAND010190,26,2025-05-05,NAUKRI,INTERVIEW,4.81,REJECTED,0,42,Excellent,0,Slow,1,0,100.0,6.0,Rejected,1
10191,CAND010191,54,2023-09-15,LINKEDIN,HIRED,3.01,OFFERED,1,48,Good,0,Slow,0,1,97.15,1.0,Hired,1
10192,CAND010192,65,2024-06-30,COMPANY WEBSITE,HIRED,3.51,OFFERED,1,14,Good,1,Fast,0,1,100.0,3.0,Hired,0
10193,CAND010193,43,2025-05-15,CAMPUS,APPLIED,1.58,REJECTED,0,30,Poor,0,Normal,0,0,93.7,5.0,Rejected,0
10194,CAND010194,82,2025-07-26,COMPANY WEBSITE,INTERVIEW,5.0,REJECTED,0,21,Excellent,0,Normal,1,0,100.0,3.0,Rejected,0
10195,CAND010195,83,2023-08-16,AGENCY,INTERVIEW,3.42,REJECTED,0,23,Good,0,Normal,0,0,100.0,4.0,Rejected,0
10196,CAND010196,95,2024-04-29,COMPANY WEBSITE,INTERVIEW,2.15,REJECTED,0,51,Average,0,Slow,0,0,81.25,3.0,Rejected,1
10197,CAND010197,55,2023-05-26,REFERRAL,INTERVIEW,4.44,HOLD,0,7,Excellent,1,Fast,1,0,100.0,2.0,On Hold,0
10198,CAND010198,78,2025-11-22,REFERRAL,INTERVIEW,4.47,HOLD,0,16,Excellent,0,Normal,1,0,100.0,2.0,On Hold,0
10199,CAND010199,46,2024-12-02,COMPANY WEBSITE,HIRED,3.4,OFFERED,1,39,Good,0,Slow,0,1,100.0,3.0,Hired,1
10200,CAND010200,38,2023-05-25,NAUKRI,INTERVIEW,2.89,HOLD,0,43,Average,0,Slow,0,0,100.0,6.0,On Hold,1
10201,CAND010201,46,2024-01-21,COMPANY WEBSITE,HIRED,4.91,OFFERED,1,27,Excellent,0,Normal,1,1,100.0,3.0,Hired,0
10202,CAND010202,43,2023-04-28,AGENCY,INTERVIEW,2.85,HOLD,0,26,Average,0,Normal,0,0,100.0,4.0,On Hold,0
10203,CAND010203,37,2023-04-14,LINKEDIN,HIRED,2.27,OFFERED,1,40,Average,0,Slow,0,1,94.05,1.0,Hired,1
10204,CAND010204,80,2024-04-20,LINKEDIN,INTERVIEW,2.39,REJECTED,0,41,Average,0,Slow,0,0,94.85,1.0,Rejected,1
10205,CAND010205,100,2024-08-28,AGENCY,HIRED,4.04,OFFERED,1,34,Excellent,0,Slow,1,1,100.0,4.0,Hired,1
10206,CAND010206,87,2024-06-21,REFERRAL,HIRED,3.55,OFFERED,1,49,Good,0,Slow,0,1,100.0,2.0,Hired,1
10207,CAND010207,43,2023-05-27,REFERRAL,APPLIED,1.56,HOLD,0,53,Poor,0,Slow,0,0,70.4,2.0,On Hold,1
10208,CAND010208,29,2025-04-23,CAMPUS,INTERVIEW,3.0,REJECTED,0,59,Good,0,Slow,0,0,86.0,5.0,Rejected,1
10209,CAND010209,82,2025-02-03,COMPANY WEBSITE,INTERVIEW,2.15,HOLD,0,11,Average,1,Fast,0,0,100.0,3.0,On Hold,0
10210,CAND010210,33,2023-12-06,NAUKRI,INTERVIEW,3.4,REJECTED,0,26,Good,0,Normal,0,0,100.0,6.0,Rejected,0
10211,CAND010211,13,2024-04-01,REFERRAL,APPLIED,1.29,HOLD,0,48,Poor,0,Slow,0,0,71.35,2.0,On Hold,1
10212,CAND010212,23,2025-03-13,LINKEDIN,INTERVIEW,3.14,REJECTED,0,55,Good,0,Slow,0,0,92.1,1.0,Rejected,1
10213,CAND010213,93,2024-09-22,AGENCY,INTERVIEW,3.3,HOLD,0,33,Good,0,Slow,0,0,100.0,4.0,On Hold,1
10214,CAND010214,71,2023-07-07,NAUKRI,HIRED,4.49,OFFERED,1,27,Excellent,0,Normal,1,1,100.0,6.0,Hired,0
10215,CAND010215,77,2024-06-14,AGENCY,INTERVIEW,3.7,HOLD,0,55,Good,0,Slow,0,0,100.0,4.0,On Hold,1
10216,CAND010216,65,2025-07-06,COMPANY WEBSITE,HIRED,2.96,OFFERED,1,16,Average,0,Normal,0,1,100.0,3.0,Hired,0
10217,CAND010217,70,2023-04-23,CAMPUS,INTERVIEW,2.65,HOLD,0,10,Average,1,Fast,0,0,100.0,5.0,On Hold,0
10218,CAND010218,58,2023-02-27,AGENCY,INTERVIEW,4.49,REJECTED,0,45,Excellent,0,Slow,1,0,100.0,4.0,Rejected,1
10219,CAND010219,30,2023-12-08,CAMPUS,INTERVIEW,4.99,HOLD,0,24,Excellent,0,Normal,1,0,100.0,5.0,On Hold,0
10220,CAND010220,54,2024-10-09,REFERRAL,INTERVIEW,3.15,REJECTED,0,28,Good,0,Normal,0,0,100.0,2.0,Rejected,0
10221,CAND010221,47,2023-08-11,REFERRAL,INTERVIEW,2.87,REJECTED,0,13,Average,1,Fast,0,0,100.0,2.0,Rejected,0
10222,CAND010222,66,2025-12-13,AGENCY,INTERVIEW,2.25,REJECTED,0,28,Average,0,Normal,0,0,100.0,4.0,Rejected,0
10223,CAND010223,82,2023-11-12,REFERRAL,HIRED,1.31,OFFERED,1,7,Poor,1,Fast,0,1,100.0,2.0,Hired,0
10224,CAND010224,75,2023-04-15,NAUKRI,INTERVIEW,2.68,HOLD,0,27,Average,0,Normal,0,0,100.0,6.0,On Hold,0
10225,CAND010225,28,2025-09-22,LINKEDIN,APPLIED,1.84,REJECTED,0,50,Poor,0,Slow,0,0,77.6,1.0,Rejected,1
10226,CAND010226,88,2025-08-07,NAUKRI,APPLIED,1.44,HOLD,0,53,Poor,0,Slow,0,0,68.6,6.0,On Hold,1
10227,CAND010227,15,2025-01-28,REFERRAL,INTERVIEW,3.87,HOLD,0,17,Good,0,Normal,0,0,100.0,2.0,On Hold,0
10228,CAND010228,39,2025-09-16,LINKEDIN,INTERVIEW,4.22,HOLD,0,19,Excellent,0,Normal,1,0,100.0,1.0,On Hold,0
10229,CAND010229,26,2024-04-02,AGENCY,HIRED,4.14,OFFERED,1,20,Excellent,0,Normal,1,1,100.0,4.0,Hired,0
10230,CAND010230,40,2025-09-06,LINKEDIN,INTERVIEW,2.44,HOLD,0,27,Average,0,Normal,0,0,100.0,1.0,On Hold,0
10231,CAND010231,81,2025-11-30,COMPANY WEBSITE,HIRED,4.16,OFFERED,1,58,Excellent,0,Slow,1,1,100.0,3.0,Hired,1
10232,CAND010232,82,2024-05-18,COMPANY WEBSITE,INTERVIEW,2.85,REJECTED,0,50,Average,0,Slow,0,0,92.75,3.0,Rejected,1
10233,CAND010233,78,2024-01-22,LINKEDIN,INTERVIEW,2.28,REJECTED,0,56,Average,0,Slow,0,0,78.19999999999999,1.0,Rejected,1
10234,CAND010234,60,2025-07-15,AGENCY,HIRED,4.58,OFFERED,1,45,Excellent,0,Slow,1,1,100.0,4.0,Hired,1
10235,CAND010235,80,2025-11-16,COMPANY WEBSITE,APPLIED,1.55,HOLD,0,10,Poor,1,Fast,0,0,100.0,3.0,On Hold,0
10236,CAND010236,54,2023-12-10,NAUKRI,INTERVIEW,2.16,REJECTED,0,32,Average,0,Slow,0,0,100.0,6.0,Rejected,1
10237,CAND010237,98,2024-04-30,REFERRAL,APPLIED,1.44,HOLD,0,44,Poor,0,Slow,0,0,77.6,2.0,On Hold,1
10238,CAND010238,81,2024-10-01,NAUKRI,APPLIED,1.46,REJECTED,0,52,Poor,0,Slow,0,0,69.9,6.0,Rejected,1
10239,CAND010239,20,2025-02-09,COMPANY WEBSITE,INTERVIEW,3.65,HOLD,0,9,Good,1,Fast,0,0,100.0,3.0,On Hold,0
10240,CAND010240,100,2024-08-22,AGENCY,INTERVIEW,4.3,REJECTED,0,55,Excellent,0,Slow,1,0,100.0,4.0,Rejected,1
10241,CAND010241,78,2025-12-04,NAUKRI,INTERVIEW,2.79,REJECTED,0,47,Average,0,Slow,0,0,94.85,6.0,Rejected,1
10242,CAND010242,87,2023-06-18,COMPANY WEBSITE,INTERVIEW,4.41,REJECTED,0,51,Excellent,0,Slow,1,0,100.0,3.0,Rejected,1
10243,CAND010243,86,2023-04-17,LINKEDIN,INTERVIEW,3.44,HOLD,0,43,Good,0,Slow,0,0,100.0,1.0,On Hold,1
10244,CAND010244,44,2023-08-15,LINKEDIN,INTERVIEW,2.56,HOLD,0,46,Average,0,Slow,0,0,92.4,1.0,On Hold,1
10245,CAND010245,71,2024-08-04,COMPANY WEBSITE,APPLIED,1.75,HOLD,0,23,Poor,0,Normal,0,0,100.0,3.0,On Hold,0
10246,CAND010246,11,2025-06-05,LINKEDIN,INTERVIEW,2.05,REJECTED,0,49,Average,0,Slow,0,0,81.75,1.0,Rejected,1
10247,CAND010247,98,2023-02-10,COMPANY WEBSITE,INTERVIEW,4.9,REJECTED,0,19,Excellent,0,Normal,1,0,100.0,3.0,Rejected,0
10248,CAND010248,15,2024-04-05,NAUKRI,INTERVIEW,3.6,HOLD,0,50,Good,0,Slow,0,0,100.0,6.0,On Hold,1
10249,CAND010249,99,2023-03-16,AGENCY,INTERVIEW,3.81,REJECTED,0,11,Good,1,Fast,0,0,100.0,4.0,Rejected,0
10250,CAND010250,94,2024-04-30,CAMPUS,INTERVIEW,3.18,REJECTED,0,11,Good,1,Fast,0,0,100.0,5.0,Rejected,0
10251,CAND010251,79,2023-11-25,LINKEDIN,INTERVIEW,3.13,HOLD,0,38,Good,0,Slow,0,0,100.0,1.0,On Hold,1
10252,CAND010252,1,2025-08-24,NAUKRI,INTERVIEW,4.98,REJECTED,0,50,Excellent,0,Slow,1,0,100.0,6.0,Rejected,1
10253,CAND010253,72,2025-12-16,REFERRAL,INTERVIEW,3.93,REJECTED,0,26,Good,0,Normal,0,0,100.0,2.0,Rejected,0
10254,CAND010254,14,2024-04-04,CAMPUS,INTERVIEW,3.1,REJECTED,0,39,Good,0,Slow,0,0,100.0,5.0,Rejected,1
10255,CAND010255,13,2025-07-29,NAUKRI,INTERVIEW,4.69,REJECTED,0,39,Excellent,0,Slow,1,0,100.0,6.0,Rejected,1
10256,CAND010256,15,2023-07-03,COMPANY WEBSITE,INTERVIEW,2.78,HOLD,0,23,Average,0,Normal,0,0,100.0,3.0,On Hold,0
10257,CAND010257,93,2023-12-27,AGENCY,INTERVIEW,2.55,HOLD,0,48,Average,0,Slow,0,0,90.25,4.0,On Hold,1
10258,CAND010258,46,2023-08-03,LINKEDIN,APPLIED,1.31,HOLD,0,50,Poor,0,Slow,0,0,69.65,1.0,On Hold,1
10259,CAND010259,2,2024-05-08,LINKEDIN,APPLIED,1.34,REJECTED,0,29,Poor,0,Normal,0,0,91.1,1.0,Rejected,0
10260,CAND010260,83,2024-12-25,LINKEDIN,INTERVIEW,4.68,REJECTED,0,14,Excellent,1,Fast,1,0,100.0,1.0,Rejected,0
10261,CAND010261,92,2024-07-18,COMPANY WEBSITE,INTERVIEW,3.34,REJECTED,0,43,Good,0,Slow,0,0,100.0,3.0,Rejected,1
